initializing xbee... 
starting print thread... 
starting setpoint thread... 
initializing imu... 
initializing controller...
initializing motors...
resetting encoders...
initializing odometry...
attaching imu interupt...
we are running!!!...

RUNNING: Hold upright to balance.
                 SENSORS               |            MOCAP            |
    θ    |    φ    |  L Enc  |  R Enc  |    X    |    Y    |    ψ    |
  0.015  |372.170  |  66904  | -49147  |  0.072  | -0.900  | -1.107  |
  0.107  |371.474  |  66904  | -48930  |  0.067  | -0.897  | -0.842  |
  0.210  |370.909  |  66913  | -48745  |  0.060  | -0.894  | -0.591  |
  0.193  |371.150  |  67023  | -48710  |  0.051  | -0.882  | -0.365  |
  0.097  |371.984  |  67214  | -48779  |  0.048  | -0.867  | -0.215  |
 -0.029  |373.010  |  67432  | -48881  |  0.046  | -0.850  | -0.060  |
 -0.115  |373.703  |  67586  | -48943  |  0.045  | -0.830  |  0.107  |
 -0.097  |373.805  |  67632  | -48929  |  0.043  | -0.816  |  0.213  |
 -0.059  |373.645  |  67631  | -48880  |  0.042  | -0.810  |  0.253  |
 -0.009  |373.299  |  67616  | -48787  |  0.042  | -0.810  |  0.338  |
  0.074  |372.802  |  67559  | -48689  |  0.041  | -0.813  |  0.419  |
  0.128  |372.603  |  67531  | -48655  |  0.042  | -0.816  |  0.456  |
  0.115  |372.779  |  67550  | -48691  |  0.042  | -0.814  |  0.431  |
  0.062  |373.289  |  67619  | -48781  |  0.040  | -0.808  |  0.415  |
 -0.038  |373.988  |  67722  | -48896  |  0.037  | -0.800  |  0.390  |
 -0.088  |374.357  |  67777  | -48956  |  0.033  | -0.791  |  0.382  |
 -0.073  |374.341  |  67775  | -48953  |  0.032  | -0.786  |  0.381  |
 -0.075  |374.209  |  67755  | -48932  |  0.032  | -0.788  |  0.384  |
  0.006  |373.600  |  67665  | -48832  |  0.035  | -0.794  |  0.386  |
  0.123  |372.907  |  67561  | -48720  |  0.038  | -0.802  |  0.404  |
  0.136  |372.779  |  67543  | -48698  |  0.040  | -0.808  |  0.407  |
  0.116  |372.952  |  67564  | -48731  |  0.040  | -0.808  |  0.396  |
  0.053  |373.433  |  67634  | -48811  |  0.039  | -0.804  |  0.382  |
 -0.041  |374.023  |  67725  | -48904  |  0.036  | -0.797  |  0.370  |
 -0.068  |374.222  |  67757  | -48934  |  0.034  | -0.792  |  0.378  |
 -0.064  |374.152  |  67749  | -48920  |  0.034  | -0.791  |  0.393  |
 -0.026  |373.789  |  67697  | -48859  |  0.035  | -0.795  |  0.393  |
  0.058  |373.180  |  67605  | -48761  |  0.038  | -0.802  |  0.403  |
  0.132  |372.750  |  67540  | -48692  |  0.041  | -0.808  |  0.406  |
  0.120  |372.773  |  67545  | -48694  |  0.043  | -0.813  |  0.416  |
  0.097  |372.991  |  67572  | -48735  |  0.042  | -0.812  |  0.404  |
  0.026  |373.491  |  67643  | -48820  |  0.041  | -0.807  |  0.392  |
 -0.058  |373.930  |  67709  | -48891  |  0.039  | -0.802  |  0.371  |
 -0.056  |373.956  |  67713  | -48895  |  0.038  | -0.799  |  0.380  |
 -0.047  |373.796  |  67692  | -48866  |  0.038  | -0.801  |  0.379  |
  0.010  |373.318  |  67623  | -48786  |  0.040  | -0.806  |  0.391  |
  0.096  |372.725  |  67535  | -48689  |  0.043  | -0.814  |  0.412  |
  0.135  |372.494  |  67501  | -48651  |  0.046  | -0.820  |  0.408  |
  0.126  |372.555  |  67507  | -48664  |  0.047  | -0.822  |  0.418  |
  0.137  |372.555  |  67497  | -48674  |  0.046  | -0.819  |  0.396  |
  0.238  |372.580  |  67502  | -48677  |  0.042  | -0.809  |  0.362  |
  0.195  |373.453  |  67636  | -48815  |  0.034  | -0.789  |  0.365  |
  0.111  |374.735  |  67835  | -49016  |  0.024  | -0.760  |  0.375  |
  0.053  |375.973  |  68027  | -49210  |  0.009  | -0.724  |  0.374  |
  0.094  |376.922  |  68170  | -49363  | -0.006  | -0.685  |  0.367  |
  0.106  |378.035  |  68344  | -49536  | -0.022  | -0.642  |  0.363  |
  0.079  |379.382  |  68557  | -49743  | -0.036  | -0.601  |  0.367  |
  0.021  |380.873  |  68792  | -49973  | -0.055  | -0.550  |  0.370  |
  0.046  |382.012  |  68971  | -50149  | -0.070  | -0.506  |  0.375  |
  0.090  |383.166  |  69150  | -50330  | -0.090  | -0.453  |  0.388  |
  0.078  |384.545  |  69360  | -50550  | -0.109  | -0.405  |  0.376  |
  0.052  |386.001  |  69584  | -50780  | -0.126  | -0.359  |  0.366  |
  0.032  |387.432  |  69807  | -51003  | -0.146  | -0.304  |  0.359  |
  0.052  |388.702  |  70006  | -51200  | -0.162  | -0.256  |  0.350  |
  0.074  |390.109  |  70223  | -51422  | -0.184  | -0.197  |  0.362  |
  0.068  |391.504  |  70437  | -51643  | -0.203  | -0.145  |  0.353  |
  0.030  |393.028  |  70676  | -51879  | -0.222  | -0.089  |  0.351  |
  0.024  |394.404  |  70895  | -52089  | -0.238  | -0.041  |  0.357  |
  0.035  |395.696  |  71094  | -52293  | -0.256  |  0.005  |  0.359  |
  0.039  |396.966  |  71292  | -52491  | -0.274  |  0.059  |  0.359  |
  0.013  |398.306  |  71499  | -52702  | -0.292  |  0.111  |  0.356  |
 -0.026  |399.634  |  71708  | -52907  | -0.306  |  0.152  |  0.355  |
 -0.065  |400.785  |  71889  | -53085  | -0.321  |  0.194  |  0.345  |
 -0.057  |401.619  |  72021  | -53213  | -0.334  |  0.230  |  0.369  |
 -0.046  |402.299  |  72129  | -53317  | -0.345  |  0.260  |  0.363  |
 -0.054  |402.844  |  72213  | -53403  | -0.353  |  0.282  |  0.361  |
 -0.075  |403.146  |  72263  | -53447  | -0.358  |  0.297  |  0.374  |
 -0.056  |403.162  |  72266  | -53449  | -0.361  |  0.304  |  0.379  |
 -0.075  |403.146  |  72264  | -53446  | -0.361  |  0.304  |  0.379  |
 -0.080  |402.835  |  72230  | -53383  | -0.358  |  0.296  |  0.397  |
 -0.010  |402.004  |  72110  | -53244  | -0.352  |  0.281  |  0.431  |
  0.041  |401.177  |  71981  | -53115  | -0.345  |  0.263  |  0.446  |
  0.050  |400.458  |  71862  | -53010  | -0.332  |  0.238  |  0.428  |
  0.049  |399.849  |  71762  | -52920  | -0.322  |  0.215  |  0.413  |
  0.058  |399.224  |  71662  | -52825  | -0.313  |  0.195  |  0.401  |
  0.068  |398.614  |  71567  | -52730  | -0.303  |  0.171  |  0.408  |
  0.075  |398.072  |  71483  | -52645  | -0.295  |  0.153  |  0.406  |
  0.074  |397.588  |  71413  | -52564  | -0.286  |  0.131  |  0.411  |
  0.074  |397.155  |  71352  | -52490  | -0.280  |  0.116  |  0.427  |
  0.078  |396.745  |  71288  | -52426  | -0.274  |  0.102  |  0.435  |
  0.080  |396.389  |  71232  | -52371  | -0.268  |  0.086  |  0.439  |
  0.082  |396.074  |  71183  | -52322  | -0.262  |  0.074  |  0.433  |
  0.081  |395.821  |  71144  | -52282  | -0.258  |  0.064  |  0.439  |
  0.083  |395.619  |  71113  | -52250  | -0.254  |  0.055  |  0.437  |
  0.080  |395.488  |  71092  | -52230  | -0.251  |  0.049  |  0.444  |
  0.071  |395.391  |  71077  | -52215  | -0.248  |  0.043  |  0.444  |
  0.076  |395.311  |  71059  | -52208  | -0.247  |  0.040  |  0.424  |
  0.079  |395.298  |  71054  | -52209  | -0.246  |  0.038  |  0.419  |
  0.083  |395.305  |  71055  | -52210  | -0.246  |  0.038  |  0.419  |
  0.099  |395.321  |  71059  | -52211  | -0.246  |  0.040  |  0.418  |
  0.082  |395.516  |  71123  | -52208  | -0.248  |  0.044  |  0.414  |
  0.055  |395.773  |  71251  | -52160  | -0.255  |  0.050  |  0.552  |
  0.050  |395.946  |  71369  | -52096  | -0.268  |  0.056  |  0.797  |
  0.054  |396.119  |  71484  | -52035  | -0.282  |  0.060  |  1.017  |
  0.054  |396.395  |  71589  | -52016  | -0.297  |  0.061  |  1.242  |
  0.051  |396.709  |  71686  | -52017  | -0.311  |  0.062  |  1.370  |
  0.056  |397.053  |  71790  | -52020  | -0.329  |  0.060  |  1.473  |
  0.050  |397.505  |  71901  | -52050  | -0.348  |  0.060  |  1.609  |
  0.034  |398.050  |  72020  | -52101  | -0.367  |  0.056  |  1.700  |
  0.024  |398.589  |  72132  | -52157  | -0.388  |  0.051  |  1.777  |
  0.011  |399.124  |  72241  | -52215  | -0.408  |  0.044  |  1.845  |
  0.004  |399.679  |  72350  | -52279  | -0.429  |  0.036  |  1.912  |
 -0.002  |400.144  |  72423  | -52351  | -0.446  |  0.028  |  1.944  |
 -0.008  |400.564  |  72489  | -52416  | -0.462  |  0.023  |  1.944  |
 -0.012  |400.927  |  72547  | -52471  | -0.476  |  0.017  |  1.947  |
 -0.014  |401.212  |  72594  | -52513  | -0.488  |  0.013  |  1.954  |
 -0.010  |401.414  |  72628  | -52542  | -0.497  |  0.009  |  1.960  |
 -0.007  |401.555  |  72650  | -52564  | -0.504  |  0.006  |  1.963  |
 -0.006  |401.626  |  72657  | -52579  | -0.508  |  0.004  |  1.958  |
  0.003  |401.622  |  72657  | -52578  | -0.511  |  0.003  |  1.953  |
  0.002  |401.622  |  72657  | -52578  | -0.511  |  0.003  |  1.952  |
 -0.009  |401.616  |  72655  | -52578  | -0.510  |  0.004  |  1.953  |
 -0.031  |401.555  |  72647  | -52567  | -0.507  |  0.005  |  1.954  |
 -0.020  |401.311  |  72610  | -52528  | -0.501  |  0.007  |  1.958  |
  0.010  |400.939  |  72554  | -52468  | -0.492  |  0.011  |  1.961  |
received SIGINT Ctrl-C
